Samples,./barcode02_kr2_output,./barcode02_kr2_output,./barcode02_kr2_output,./barcode10_kr2_output,./barcode10_kr2_output,./barcode10_kr2_output,./barcode18_kr2_output,./barcode18_kr2_output,./barcode18_kr2_output,./barcode26_kr2_output,./barcode26_kr2_output,./barcode26_kr2_output,./barcode34_kr2_output,./barcode34_kr2_output,./barcode34_kr2_output,./barcode42_kr2_output,./barcode42_kr2_output,./barcode42_kr2_output,./barcode50_kr2_output,./barcode50_kr2_output,./barcode50_kr2_output,./barcode58_kr2_output,./barcode58_kr2_output,./barcode58_kr2_output,./barcode66_kr2_output,./barcode66_kr2_output,./barcode66_kr2_output,./barcode74_kr2_output,./barcode74_kr2_output,./barcode74_kr2_output,./barcode82_kr2_output,./barcode82_kr2_output,./barcode82_kr2_output,./barcode90_kr2_output,./barcode90_kr2_output,./barcode90_kr2_output,./shane_kraken2_kr2_output,./shane_kraken2_kr2_output,./shane_kraken2_kr2_output,./zymo_mockcommunity_kr2_output,./zymo_mockcommunity_kr2_output,./zymo_mockcommunity_kr2_output,SHARED_class,SHARED_class,SHARED_class,SHARED_phylum,SHARED_phylum,SHARED_phylum,SHARED_SUMMARY,SHARED_SUMMARY,SHARED_SUMMARY,Details,Details
83334,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,47,24,38.87234042553191,47,24,38.87234042553191,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O157:H7
155864,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,7,7,37.0,7,7,37.0,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O157:H7 str. EDL933
502346,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,38.0,5,5,38.0,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O157:H7 str. TW14588
1328859,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,11,11,40.27272727272727,11,11,40.27272727272727,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O157:H7 str. SS17
168807,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,50,50,39.12,50,50,39.12,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O127:H6
199310,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,6,6,39.5,6,6,39.5,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli CFT073
244320,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,40.8,5,5,40.8,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O55:H7
331112,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,18,18,39.833333333333336,18,18,39.833333333333336,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli HS
362663,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,21,21,38.95238095238095,21,21,38.95238095238095,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli 536
405955,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,8,8,39.625,8,8,39.625,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli APEC O1
409438,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,6,6,38.833333333333336,6,6,38.833333333333336,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli SE11
439855,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,28,28,38.285714285714285,28,28,38.285714285714285,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli SMS-3-5
